customer_id,customer_name,region_code,revenue
CUST-00001,Theodore Arya,NCR,5469.67
CUST-00002,Pallavi Som,CENTRAL,14143.68
CUST-00002,Pallavi Som,WEST,402.45
CUST-00003,Caleb Loyal,EAST,12579.26
CUST-00004,Om Samra,EAST,10823.28
CUST-00004,Om Samra,NORTH,22488.86
CUST-00005,Harrison Chada,EAST,0.0
CUST-00005,Harrison Chada,NORTH,18607.43
CUST-00005,Harrison Chada,SOUTH,21590.18
CUST-00006,Victor Vora,CENTRAL,12836.9
CUST-00006,Victor Vora,NCR,9595.0
CUST-00007,Chameli Bath,CENTRAL,5055.85
CUST-00007,Chameli Bath,EAST,5174.08
CUST-00008,Warhi Bhatnagar,NCR,3645.01
CUST-00009,Zayan Khosla,EAST,14549.65
CUST-00009,Zayan Khosla,SOUTH,35933.34
CUST-00009,Zayan Khosla,WEST,26564.03
CUST-00010,Brinda Raman,NCR,10018.58
CUST-00011,Wakeeta Choudhary,NO_ORDERS,0.0
CUST-00012,Mohammed Sankar,NORTH,3485.26
CUST-00012,Mohammed Sankar,WEST,24379.47
CUST-00013,Ekani Bose,NO_ORDERS,0.0
CUST-00014,Aarna Prashad,CENTRAL,12232.35
CUST-00014,Aarna Prashad,NCR,16012.32
CUST-00015,Unni Gill,CENTRAL,44701.77
CUST-00015,Unni Gill,EAST,12454.61
CUST-00015,Unni Gill,WEST,8814.27
CUST-00016,Lucky Deo,CENTRAL,45542.62
CUST-00016,Lucky Deo,SOUTH,9599.33
CUST-00017,Leena Sampath,CENTRAL,9197.04
CUST-00017,Leena Sampath,EAST,10743.92
CUST-00017,Leena Sampath,SOUTH,23909.05
CUST-00018,Aarav Vyas,NORTH,7307.28
CUST-00018,Aarav Vyas,WEST,7801.37
CUST-00019,Dakshesh Koshy,CENTRAL,742.12
CUST-00019,Dakshesh Koshy,EAST,126.99
CUST-00019,Dakshesh Koshy,WEST,21726.49
CUST-00020,Mitali Bhargava,CENTRAL,9827.32
CUST-00020,Mitali Bhargava,EAST,7034.39
CUST-00020,Mitali Bhargava,WEST,11659.64
CUST-00021,Avni Tiwari,CENTRAL,17453.25
CUST-00021,Avni Tiwari,EAST,1287.65
CUST-00021,Avni Tiwari,WEST,1165.34
CUST-00022,Raagini Bahri,NORTH,12344.46
CUST-00022,Raagini Bahri,WEST,21751.26
CUST-00023,Devika Sarin,EAST,15971.03
CUST-00024,Harinakshi Khurana,CENTRAL,3602.69
CUST-00024,Harinakshi Khurana,EAST,12903.79
CUST-00024,Harinakshi Khurana,NORTH,7719.97
CUST-00025,Bachittar Ben,EAST,38530.87
CUST-00026,Eiravati Vohra,NCR,5039.38
CUST-00026,Eiravati Vohra,SOUTH,37416.22
CUST-00026,Eiravati Vohra,WEST,19082.46
CUST-00027,Ekta Arora,NO_ORDERS,0.0
CUST-00028,Tanvi Chander,CENTRAL,11994.77
CUST-00028,Tanvi Chander,EAST,2455.33
CUST-00028,Tanvi Chander,NORTH,23416.76
CUST-00028,Tanvi Chander,SOUTH,8213.02
CUST-00029,Bhavna Sidhu,CENTRAL,13967.04
CUST-00029,Bhavna Sidhu,NCR,28106.7
CUST-00029,Bhavna Sidhu,NORTH,14768.47
CUST-00029,Bhavna Sidhu,SOUTH,6780.14
CUST-00030,Champak Memon,CENTRAL,4544.2
CUST-00030,Champak Memon,NCR,36475.41
CUST-00031,Bhavya Oommen,SOUTH,8426.37
CUST-00032,Ekanta Bhagat,CENTRAL,7779.43
CUST-00033,Chatura Balay,CENTRAL,3946.58
CUST-00033,Chatura Balay,EAST,13041.91
CUST-00033,Chatura Balay,NORTH,21166.12
CUST-00034,Pratyush Sahota,NCR,2070.17
CUST-00034,Pratyush Sahota,SOUTH,4717.11
CUST-00035,Tamanna Sethi,SOUTH,4957.74
CUST-00036,Aayush Maharaj,CENTRAL,8438.13
CUST-00036,Aayush Maharaj,EAST,22639.99
CUST-00037,Chatresh Kohli,NO_ORDERS,0.0
CUST-00038,Oliver Agate,CENTRAL,12738.23
CUST-00038,Oliver Agate,NCR,7967.14
CUST-00038,Oliver Agate,WEST,15243.53
CUST-00039,Bhavna Ramaswamy,CENTRAL,7118.86
CUST-00039,Bhavna Ramaswamy,NORTH,7021.12
CUST-00039,Bhavna Ramaswamy,SOUTH,4180.29
CUST-00040,Zayyan Krishna,CENTRAL,42475.84
CUST-00040,Zayyan Krishna,NCR,10406.25
CUST-00041,Pallavi Dayal,EAST,23003.66
CUST-00041,Pallavi Dayal,SOUTH,3678.58
CUST-00042,Gaurangi Bhasin,EAST,2060.17
CUST-00043,Ishaan Ramachandran,SOUTH,14349.25
CUST-00043,Ishaan Ramachandran,WEST,0.0
CUST-00044,Yadavi Bahl,CENTRAL,12376.46
CUST-00044,Yadavi Bahl,WEST,31636.18
CUST-00045,Abha Dhingra,CENTRAL,34778.27
CUST-00045,Abha Dhingra,NCR,19909.88
CUST-00045,Abha Dhingra,SOUTH,14836.03
CUST-00045,Abha Dhingra,WEST,6274.03
CUST-00046,Siya Desai,EAST,19841.94
CUST-00046,Siya Desai,SOUTH,21941.06
CUST-00047,Varsha Sastry,NORTH,10273.82
CUST-00048,Bhavna Srinivasan,EAST,0.0
CUST-00048,Bhavna Srinivasan,NORTH,6504.39
CUST-00048,Bhavna Srinivasan,WEST,36489.71
CUST-00049,Vedhika Randhawa,EAST,11966.31
CUST-00049,Vedhika Randhawa,SOUTH,4023.63
CUST-00049,Vedhika Randhawa,WEST,2698.27
CUST-00050,Xalak Khosla,EAST,10697.11
CUST-00050,Xalak Khosla,SOUTH,18982.91
CUST-00052,Chakrika Gour,NCR,21091.83
CUST-00052,Chakrika Gour,SOUTH,8065.57
CUST-00052,Chakrika Gour,WEST,4830.62
CUST-00053,Teerth Narasimhan,NORTH,4102.08
CUST-00053,Teerth Narasimhan,WEST,18519.72
CUST-00054,Chandresh Kurian,CENTRAL,42393.82
CUST-00054,Chandresh Kurian,EAST,2644.73
CUST-00054,Chandresh Kurian,NCR,18623.1
CUST-00055,Vyanjana Oommen,NCR,0.0
CUST-00055,Vyanjana Oommen,NORTH,18981.59
CUST-00056,Fiyaz Nagarajan,SOUTH,11874.5
CUST-00057,Yahvi Varkey,NO_ORDERS,0.0
CUST-00058,Nicholas Brahmbhatt,EAST,12697.6
CUST-00058,Nicholas Brahmbhatt,SOUTH,14045.59
CUST-00058,Nicholas Brahmbhatt,WEST,38796.57
CUST-00059,Lipika Varty,CENTRAL,31417.67
CUST-00060,Tanvi Wason,EAST,24258.62
CUST-00060,Tanvi Wason,WEST,20545.44
CUST-00061,Veda Padmanabhan,CENTRAL,21955.57
CUST-00061,Veda Padmanabhan,EAST,505.38
CUST-00061,Veda Padmanabhan,WEST,731.85
CUST-00062,Unnati Natt,CENTRAL,15672.06
CUST-00062,Unnati Natt,NCR,0.0
CUST-00062,Unnati Natt,SOUTH,0.0
CUST-00063,Yatin Bumb,NCR,6388.34
CUST-00063,Yatin Bumb,NORTH,14862.49
CUST-00063,Yatin Bumb,WEST,20280.48
CUST-00064,Sai Lanka,EAST,44572.34
CUST-00064,Sai Lanka,NCR,2671.43
CUST-00065,Ishita Bail,WEST,0.0
CUST-00066,Noah Dora,CENTRAL,32895.26
CUST-00066,Noah Dora,EAST,6703.59
CUST-00066,Noah Dora,NORTH,214.42
CUST-00066,Noah Dora,SOUTH,28976.67
CUST-00067,Abhiram Karpe,EAST,25709.82
CUST-00067,Abhiram Karpe,NORTH,7903.39
CUST-00068,Devansh Parsa,CENTRAL,4564.56
CUST-00069,Mitali Reddy,NCR,3466.65
CUST-00069,Mitali Reddy,NORTH,23544.15
CUST-00069,Mitali Reddy,SOUTH,13885.75
CUST-00069,Mitali Reddy,WEST,0.0
CUST-00070,Ekaraj Sathe,CENTRAL,18247.03
CUST-00070,Ekaraj Sathe,EAST,8424.3
CUST-00070,Ekaraj Sathe,WEST,18065.19
CUST-00071,Veer Sharaf,CENTRAL,9583.59
CUST-00071,Veer Sharaf,NCR,0.0
CUST-00071,Veer Sharaf,NORTH,389.42
CUST-00071,Veer Sharaf,WEST,15141.66
CUST-00072,Bimala Bains,NORTH,16545.6
CUST-00073,Wriddhish Guha,EAST,315.17
CUST-00073,Wriddhish Guha,NCR,21375.37
CUST-00073,Wriddhish Guha,SOUTH,1662.94
CUST-00074,Tanvi Peri,CENTRAL,20876.73
CUST-00074,Tanvi Peri,NCR,14925.74
CUST-00075,Advik Konda,CENTRAL,34649.36
CUST-00076,Libni Pingle,EAST,10621.71
CUST-00076,Libni Pingle,SOUTH,0.0
CUST-00077,Jasmit Reddy,NORTH,7461.67
CUST-00077,Jasmit Reddy,SOUTH,33090.75
CUST-00078,Hiral Contractor,CENTRAL,0.0
CUST-00078,Hiral Contractor,WEST,27818.14
CUST-00079,Triya Salvi,NCR,59920.96
CUST-00079,Triya Salvi,NORTH,8052.61
CUST-00079,Triya Salvi,WEST,3944.96
CUST-00080,Dominic Sankaran,CENTRAL,21313.89
CUST-00080,Dominic Sankaran,NORTH,6265.04
CUST-00081,Balvan Hegde,CENTRAL,6055.16
CUST-00081,Balvan Hegde,EAST,3383.77
CUST-00081,Balvan Hegde,SOUTH,13794.28
CUST-00081,Balvan Hegde,WEST,24230.27
CUST-00082,Ubika Nagar,EAST,8921.04
CUST-00082,Ubika Nagar,SOUTH,432.99
CUST-00082,Ubika Nagar,WEST,3819.92
CUST-00083,Atharv Tailor,NORTH,12740.47
CUST-00083,Atharv Tailor,SOUTH,1486.65
CUST-00084,Dominic Dutt,CENTRAL,13447.35
CUST-00084,Dominic Dutt,SOUTH,26148.54
CUST-00085,Divya Chhabra,NCR,1487.24
CUST-00085,Divya Chhabra,WEST,21939.51
CUST-00086,Hiral Divan,CENTRAL,9186.89
CUST-00086,Hiral Divan,EAST,9122.06
CUST-00087,Anusha Shukla,CENTRAL,0.0
CUST-00087,Anusha Shukla,NORTH,14790.61
CUST-00088,Ekantika Chacko,NO_ORDERS,0.0
CUST-00089,Zarna Mitra,WEST,3676.0
CUST-00090,Gaurang Sagar,NO_ORDERS,0.0
CUST-00091,Niharika Bhardwaj,CENTRAL,3976.61
CUST-00091,Niharika Bhardwaj,EAST,11185.7
CUST-00091,Niharika Bhardwaj,NCR,4724.34
CUST-00091,Niharika Bhardwaj,NORTH,11730.55
CUST-00092,Falak Gopal,CENTRAL,18941.64
CUST-00092,Falak Gopal,EAST,1708.76
CUST-00092,Falak Gopal,WEST,7636.79
CUST-00093,Mason Sarraf,EAST,3985.4
CUST-00093,Mason Sarraf,NCR,1305.6
CUST-00093,Mason Sarraf,NORTH,4530.14
CUST-00093,Mason Sarraf,SOUTH,25345.67
CUST-00093,Mason Sarraf,WEST,10477.69
CUST-00094,Saanvi Vig,NCR,3879.7
CUST-00095,Bhavini Kalla,EAST,15458.13
CUST-00095,Bhavini Kalla,NCR,28744.08
CUST-00096,Sneha Pingle,CENTRAL,12361.88
CUST-00096,Sneha Pingle,EAST,427.82
CUST-00097,Ansh Parmer,CENTRAL,9559.49
CUST-00097,Ansh Parmer,NCR,21322.38
CUST-00097,Ansh Parmer,SOUTH,33168.24
CUST-00097,Ansh Parmer,WEST,0.0
CUST-00098,Wyatt Dubey,NCR,12579.91
CUST-00099,Liam Joshi,CENTRAL,4282.11
CUST-00099,Liam Joshi,EAST,5879.51
CUST-00099,Liam Joshi,NCR,3543.33
CUST-00099,Liam Joshi,SOUTH,3345.79
CUST-00099,Liam Joshi,WEST,4850.51
CUST-00100,Triveni Varma,NCR,7760.51
CUST-00100,Triveni Varma,NORTH,20265.72
CUST-00100,Triveni Varma,SOUTH,19949.63
CUST-00100,Triveni Varma,WEST,3498.69
CUST-00102,Vrishti Natarajan,CENTRAL,122.72
CUST-00102,Vrishti Natarajan,SOUTH,6006.45
CUST-00103,Nachiket Balan,CENTRAL,10123.11
CUST-00103,Nachiket Balan,SOUTH,5385.24
CUST-00104,Jacob Sastry,CENTRAL,23484.05
CUST-00105,Shravya Palan,EAST,6860.36
CUST-00105,Shravya Palan,NCR,6782.68
CUST-00105,Shravya Palan,NORTH,42042.2
CUST-00106,Rajata Balakrishnan,SOUTH,99.93
CUST-00107,Ronith Nair,EAST,3866.58
CUST-00107,Ronith Nair,SOUTH,20628.02
CUST-00108,Avni Nayak,NORTH,18901.26
CUST-00109,Yagnesh Nigam,EAST,551.89
CUST-00109,Yagnesh Nigam,NCR,5530.15
CUST-00109,Yagnesh Nigam,SOUTH,10303.8
CUST-00110,Ronith Varma,EAST,712.57
CUST-00110,Ronith Varma,NCR,9912.19
CUST-00110,Ronith Varma,SOUTH,6399.01
CUST-00111,Raagini Upadhyay,NCR,26212.74
CUST-00111,Raagini Upadhyay,SOUTH,3230.89
CUST-00111,Raagini Upadhyay,WEST,11385.97
CUST-00112,Logan Manne,EAST,9981.62
CUST-00112,Logan Manne,NCR,5487.38
CUST-00112,Logan Manne,NORTH,14471.86
CUST-00112,Logan Manne,WEST,0.0
CUST-00113,Ati Sundaram,NORTH,14024.66
CUST-00113,Ati Sundaram,SOUTH,4109.75
CUST-00113,Ati Sundaram,WEST,12589.7
CUST-00114,Matthew Bhakta,EAST,13148.67
CUST-00115,Barkha Ahuja,NORTH,7872.94
CUST-00115,Barkha Ahuja,WEST,2716.44
CUST-00116,Pavani Swaminathan,SOUTH,9636.39
CUST-00116,Pavani Swaminathan,WEST,20420.01
CUST-00117,Jack Chandran,CENTRAL,10659.06
CUST-00117,Jack Chandran,WEST,5751.99
CUST-00118,Lila Mishra,SOUTH,50449.79
CUST-00118,Lila Mishra,WEST,10666.87
CUST-00119,Ekaraj Contractor,CENTRAL,56920.19
CUST-00119,Ekaraj Contractor,NCR,12960.19
CUST-00120,Sara Brar,CENTRAL,35032.64
CUST-00120,Sara Brar,SOUTH,9286.58
CUST-00120,Sara Brar,WEST,18148.82
CUST-00121,Yash Dhaliwal,NCR,12585.52
CUST-00121,Yash Dhaliwal,SOUTH,8316.87
CUST-00122,Nathan Swamy,NORTH,0.0
CUST-00123,Panini Bath,NCR,7346.92
CUST-00124,Reva Dugar,EAST,26982.16
CUST-00124,Reva Dugar,NCR,5977.93
CUST-00124,Reva Dugar,NORTH,43315.42
CUST-00124,Reva Dugar,SOUTH,17986.62
CUST-00124,Reva Dugar,WEST,20917.54
CUST-00125,Rachita Gola,NORTH,24634.12
CUST-00125,Rachita Gola,SOUTH,2917.15
CUST-00126,Isha Sastry,CENTRAL,25865.8
CUST-00126,Isha Sastry,NORTH,27072.48
CUST-00127,Aadhya Hora,CENTRAL,12609.32
CUST-00127,Aadhya Hora,EAST,7370.7
CUST-00127,Aadhya Hora,NCR,21777.39
CUST-00127,Aadhya Hora,NORTH,991.77
CUST-00127,Aadhya Hora,SOUTH,16484.86
CUST-00128,Jairaj Pandey,EAST,41475.51
CUST-00128,Jairaj Pandey,SOUTH,9633.4
CUST-00129,Vanya Thaman,CENTRAL,2271.13
CUST-00129,Vanya Thaman,EAST,14124.38
CUST-00129,Vanya Thaman,SOUTH,25867.93
CUST-00130,Hritik Dugar,NO_ORDERS,0.0
CUST-00131,Laban Wadhwa,SOUTH,11948.68
CUST-00132,Leena Ratti,NCR,4517.1
CUST-00132,Leena Ratti,SOUTH,4354.31
CUST-00132,Leena Ratti,WEST,353.65
CUST-00133,Vanya Ramachandran,NO_ORDERS,0.0
CUST-00134,Oscar Yogi,SOUTH,7699.65
CUST-00135,Neelima Andra,CENTRAL,11001.23
CUST-00135,Neelima Andra,NCR,6393.17
CUST-00135,Neelima Andra,NORTH,15099.61
CUST-00135,Neelima Andra,SOUTH,16794.69
CUST-00136,Omkaar More,CENTRAL,19417.11
CUST-00136,Omkaar More,NORTH,24385.8
CUST-00137,Chaitanya Narayan,NO_ORDERS,0.0
CUST-00138,Sai Dugal,NORTH,3796.03
CUST-00138,Sai Dugal,WEST,27763.44
CUST-00139,Maya Chauhan,CENTRAL,12963.97
CUST-00139,Maya Chauhan,EAST,21539.98
CUST-00139,Maya Chauhan,NCR,28777.59
CUST-00139,Maya Chauhan,SOUTH,36579.96
CUST-00140,Aayush Sodhi,CENTRAL,1483.31
CUST-00140,Aayush Sodhi,WEST,19056.11
CUST-00141,Warda Prakash,SOUTH,0.0
CUST-00142,Sai Vala,NCR,2291.64
CUST-00143,Dalbir Hegde,CENTRAL,24183.67
CUST-00143,Dalbir Hegde,NORTH,77656.64
CUST-00143,Dalbir Hegde,WEST,13975.45
CUST-00144,Ekaja Venkatesh,EAST,764.45
CUST-00144,Ekaja Venkatesh,SOUTH,3324.81
CUST-00145,Kalpit Mitra,CENTRAL,19029.78
CUST-00145,Kalpit Mitra,NORTH,20618.78
CUST-00146,Reva Prabhu,CENTRAL,8926.63
CUST-00146,Reva Prabhu,WEST,1592.64
CUST-00147,Tripti Dayal,NCR,3054.4
CUST-00147,Tripti Dayal,WEST,14142.13
CUST-00148,Vivaan Mital,CENTRAL,13628.45
CUST-00148,Vivaan Mital,EAST,1807.57
CUST-00149,Yashawini Swaminathan,CENTRAL,10609.43
CUST-00149,Yashawini Swaminathan,NCR,31726.7
CUST-00149,Yashawini Swaminathan,NORTH,15354.24
CUST-00149,Yashawini Swaminathan,SOUTH,7567.62
CUST-00150,Megha Chaudhary,NORTH,5177.25
CUST-00150,Megha Chaudhary,WEST,21630.26
CUST-00152,Abhimanyu Reddy,CENTRAL,27240.56
CUST-00152,Abhimanyu Reddy,EAST,10627.21
CUST-00152,Abhimanyu Reddy,WEST,9599.37
CUST-00153,Ekalinga Bala,NCR,5234.7
CUST-00153,Ekalinga Bala,SOUTH,29068.87
CUST-00154,Shaurya Raja,CENTRAL,17120.89
CUST-00154,Shaurya Raja,NCR,7695.78
CUST-00154,Shaurya Raja,WEST,0.0
CUST-00155,Balendra Roy,NCR,9073.7
CUST-00155,Balendra Roy,WEST,24925.21
CUST-00156,Indira Ben,CENTRAL,15175.03
CUST-00156,Indira Ben,EAST,13221.73
CUST-00156,Indira Ben,NCR,21900.81
CUST-00156,Indira Ben,SOUTH,18990.52
CUST-00156,Indira Ben,WEST,8032.63
CUST-00157,Irya Narayan,EAST,6888.14
CUST-00157,Irya Narayan,NORTH,8092.06
CUST-00157,Irya Narayan,WEST,10132.73
CUST-00158,Orinder Purohit,EAST,6423.46
CUST-00158,Orinder Purohit,NORTH,1814.73
CUST-00158,Orinder Purohit,SOUTH,17248.84
CUST-00159,Rishi Bains,NCR,10728.43
CUST-00159,Rishi Bains,SOUTH,37149.71
CUST-00160,Owen Upadhyay,CENTRAL,12999.38
CUST-00160,Owen Upadhyay,NORTH,15864.59
CUST-00161,Varsha Setty,NORTH,10614.03
CUST-00162,Garima Bhagat,CENTRAL,35156.25
CUST-00162,Garima Bhagat,NORTH,9361.54
CUST-00162,Garima Bhagat,SOUTH,9488.05
CUST-00163,Oni Gola,CENTRAL,16459.02
CUST-00163,Oni Gola,NORTH,2630.09
CUST-00163,Oni Gola,WEST,14870.31
CUST-00164,Ekansh Narayan,EAST,14930.65
CUST-00164,Ekansh Narayan,NCR,1080.98
CUST-00164,Ekansh Narayan,NORTH,6190.82
CUST-00165,Praneel Shroff,EAST,21134.58
CUST-00165,Praneel Shroff,SOUTH,7838.35
CUST-00165,Praneel Shroff,WEST,1804.19
CUST-00166,Anmol Sarkar,CENTRAL,16355.7
CUST-00166,Anmol Sarkar,NCR,24726.45
CUST-00166,Anmol Sarkar,SOUTH,16184.57
CUST-00167,Yahvi Suri,NORTH,7470.73
CUST-00167,Yahvi Suri,WEST,10582.88
CUST-00168,Aarav Bose,NCR,12787.52
CUST-00169,Atharv Baria,NCR,2764.3
CUST-00169,Atharv Baria,NORTH,1666.98
CUST-00169,Atharv Baria,SOUTH,25941.12
CUST-00169,Atharv Baria,WEST,944.37
CUST-00170,Tanay Tripathi,CENTRAL,0.0
CUST-00170,Tanay Tripathi,EAST,24101.96
CUST-00171,Raagini Borah,CENTRAL,14208.72
CUST-00171,Raagini Borah,NORTH,11959.55
CUST-00171,Raagini Borah,WEST,7197.81
CUST-00172,Lakshmi Wason,CENTRAL,33199.37
CUST-00172,Lakshmi Wason,EAST,19594.45
CUST-00172,Lakshmi Wason,NORTH,595.62
CUST-00172,Lakshmi Wason,SOUTH,14006.48
CUST-00173,Kabir Krishna,NORTH,18616.38
CUST-00173,Kabir Krishna,WEST,1672.63
CUST-00174,Harita Sandal,NORTH,40940.91
CUST-00175,Ubika Badami,NORTH,4538.5
CUST-00175,Ubika Badami,SOUTH,0.0
CUST-00175,Ubika Badami,WEST,3824.43
CUST-00176,Teerth Hari,CENTRAL,12718.04
CUST-00177,Aadi Nigam,CENTRAL,18061.09
CUST-00177,Aadi Nigam,EAST,7754.39
CUST-00177,Aadi Nigam,NCR,21436.85
CUST-00177,Aadi Nigam,SOUTH,3554.26
CUST-00177,Aadi Nigam,WEST,3214.74
CUST-00178,Aadi Bhat,EAST,0.0
CUST-00178,Aadi Bhat,NORTH,11720.11
CUST-00178,Aadi Bhat,SOUTH,2349.97
CUST-00179,Shaurya Sur,EAST,22436.65
CUST-00180,Ekaraj Tripathi,EAST,7247.83
CUST-00180,Ekaraj Tripathi,NCR,21459.17
CUST-00181,Aradhana Bala,CENTRAL,15479.08
CUST-00181,Aradhana Bala,SOUTH,9681.24
CUST-00181,Aradhana Bala,WEST,20542.33
CUST-00182,Jeevika Mander,CENTRAL,18848.84
